"service_id","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_date","end_date"
239,0,0,0,0,1,1,0,20240404,20241214
240,0,0,0,0,0,1,1,20240404,20241214
241,0,0,0,0,0,0,1,20240404,20241214
242,0,0,0,0,1,1,0,20240404,20241214
243,0,0,0,0,0,0,0,20240404,20241214
244,1,1,1,1,1,0,0,20240404,20241214
245,0,0,0,0,0,0,0,20240404,20241214
246,0,0,0,0,0,0,0,20240404,20241214
247,0,0,0,0,0,0,0,20240404,20241214
248,1,1,1,1,1,0,0,20240404,20241214
249,1,1,1,1,1,0,0,20240404,20241214
250,0,0,0,0,0,0,0,20240404,20241214
251,0,0,0,0,0,0,0,20240404,20241214
252,1,1,1,1,1,0,0,20240404,20241214
253,0,0,0,0,0,0,0,20240404,20241214
254,0,0,0,0,0,0,0,20240404,20241214
255,0,0,0,0,0,0,0,20240404,20241214
256,1,1,1,1,1,0,0,20240404,20241214
257,0,0,0,0,0,0,0,20240404,20241214
258,0,0,0,0,0,0,0,20240404,20241214
259,0,0,0,0,0,0,0,20240404,20241214
260,1,1,1,1,1,0,0,20240404,20241214
261,1,1,1,1,1,0,0,20240404,20241214
262,0,0,0,0,0,0,0,20240404,20241214
263,0,0,0,0,0,0,0,20240404,20241214
264,0,0,0,0,0,0,0,20240404,20241214
265,1,1,1,1,1,0,0,20240404,20241214
266,1,1,1,1,1,0,0,20240404,20241214
267,0,0,0,0,0,0,0,20240404,20241214
268,1,1,1,1,1,0,0,20240404,20241214
269,1,1,1,1,1,0,0,20240404,20241214
270,0,0,0,0,0,1,0,20240404,20241214
271,0,0,0,0,0,0,1,20240404,20241214
272,0,0,0,0,0,1,1,20240404,20241214
273,0,0,0,0,0,0,0,20240404,20241214
274,1,1,1,1,1,1,1,20240404,20241214
275,0,0,0,0,0,0,0,20240404,20241214
276,0,0,0,0,0,0,0,20240404,20241214
277,0,0,0,0,0,0,0,20240404,20241214
278,0,0,0,0,0,0,0,20240404,20241214
279,1,1,1,1,1,1,1,20240404,20241214
280,1,1,1,1,1,1,1,20240404,20241214
281,1,1,1,1,1,1,1,20240404,20241214
282,0,0,0,0,0,0,0,20240404,20241214
283,0,0,0,0,0,0,0,20240404,20241214
284,1,1,1,1,0,0,1,20240404,20241214
285,0,0,0,0,1,1,0,20240404,20241214
286,0,0,0,0,0,0,0,20240404,20241214
287,1,1,1,1,1,1,1,20240404,20241214
288,0,0,0,0,0,0,0,20240404,20241214
289,1,1,1,1,0,0,1,20240404,20241214
290,0,0,0,0,0,0,1,20240404,20241214
291,0,0,0,0,0,1,0,20240404,20241214
292,0,0,0,0,0,1,0,20240404,20241214
293,0,0,0,0,0,0,0,20240404,20241214
294,0,0,0,0,0,0,1,20240404,20241214
295,1,1,1,1,1,0,0,20240404,20241214
296,0,0,0,0,0,0,0,20240404,20241214
297,1,1,1,1,1,0,0,20240404,20241214
298,0,0,0,0,0,0,0,20240404,20241214
299,0,0,0,0,0,0,0,20240404,20241214
300,0,0,0,0,0,0,0,20240404,20241214
301,0,1,0,0,0,0,0,20240404,20241214
302,0,0,0,0,0,0,0,20240404,20241214
303,0,0,0,0,0,0,0,20240404,20241214
304,0,0,0,0,0,0,0,20240404,20241214
305,0,0,0,0,0,0,0,20240404,20241214
306,0,0,0,0,0,0,0,20240404,20241214
307,1,1,1,1,0,0,0,20240404,20241214
308,0,0,0,0,0,0,0,20240404,20241214
309,1,1,1,1,0,0,0,20240404,20241214
310,0,0,0,0,0,0,0,20240404,20241214
311,0,0,0,0,0,0,0,20240404,20241214
312,0,0,0,0,0,0,0,20240404,20241214
313,1,1,1,1,0,0,0,20240404,20241214
314,0,0,0,0,0,0,0,20240404,20241214
315,0,0,0,0,0,0,0,20240404,20241214
316,0,0,0,0,0,0,0,20240404,20241214
317,0,0,0,0,0,0,0,20240404,20241214
318,1,1,1,1,0,0,0,20240404,20241214
319,1,1,1,1,0,0,0,20240404,20241214
320,0,0,0,0,0,0,0,20240404,20241214
321,0,0,0,0,0,0,0,20240404,20241214
322,0,0,0,0,0,0,0,20240404,20241214
323,0,0,0,0,0,0,0,20240404,20241214
324,0,0,0,0,0,0,0,20240404,20241214
325,0,0,0,0,0,0,0,20240404,20241214
326,0,0,0,0,0,0,0,20240404,20241214
327,0,0,0,0,0,0,0,20240404,20241214
328,0,0,0,0,0,0,0,20240404,20241214
329,0,0,0,0,0,0,0,20240404,20241214
330,0,0,0,0,0,0,0,20240404,20241214
331,0,0,0,0,0,0,0,20240404,20241214
332,0,0,0,0,0,0,0,20240404,20241214
333,0,0,0,0,0,0,0,20240404,20241214
334,0,0,0,0,0,0,0,20240404,20241214
335,0,0,0,0,0,0,0,20240404,20241214
336,0,0,0,0,0,0,0,20240404,20241214
337,0,0,0,0,0,0,0,20240404,20241214
338,0,0,0,0,0,0,0,20240404,20241214
339,0,0,0,0,0,0,0,20240404,20241214
340,0,0,0,0,0,0,0,20240404,20241214
341,0,0,0,0,0,0,0,20240404,20241214
342,0,0,0,0,0,0,0,20240404,20241214
343,0,0,0,0,0,0,0,20240404,20241214
344,0,0,0,0,0,0,0,20240404,20241214
345,1,1,1,1,1,0,0,20240404,20241214
346,0,0,0,0,0,0,0,20240404,20241214
347,1,1,1,1,1,1,0,20240404,20241214
348,0,0,0,0,0,1,0,20240404,20241214
349,1,1,1,1,1,1,1,20240404,20241214
350,0,0,0,0,0,0,1,20240404,20241214
351,0,0,0,0,0,0,0,20240404,20241214
352,0,0,0,0,0,0,0,20240404,20241214
353,0,0,0,0,0,0,0,20240404,20241214
354,0,0,0,0,0,0,0,20240404,20241214
355,1,1,1,1,0,0,1,20240404,20241214
356,0,0,0,0,0,0,0,20240404,20241214
357,0,0,0,0,1,1,0,20240404,20241214
358,0,0,0,0,0,1,1,20240404,20241214
359,0,0,0,0,0,0,0,20240404,20241214
360,0,0,0,0,0,0,0,20240404,20241214
361,0,0,0,0,0,0,0,20240404,20241214
362,0,0,0,0,0,0,0,20240404,20241214
363,0,0,0,0,0,0,0,20240404,20241214
364,0,0,0,0,0,0,0,20240404,20241214
365,0,0,0,0,0,0,0,20240404,20241214
366,1,1,1,1,1,0,0,20240404,20241214
367,1,1,1,1,1,0,0,20240404,20241214
368,0,0,0,0,0,1,0,20240404,20241214
369,0,0,0,0,0,1,0,20240404,20241214
370,1,1,1,1,1,1,0,20240404,20241214
371,1,1,1,1,1,1,0,20240404,20241214
372,0,0,0,0,0,0,1,20240404,20241214
373,0,0,0,0,0,0,1,20240404,20241214
374,0,0,0,0,0,0,0,20240404,20241214
375,1,1,1,1,1,1,1,20240404,20241214
376,1,1,1,1,1,1,1,20240404,20241214
377,0,0,0,0,0,0,1,20240404,20241214
378,1,1,1,1,1,1,0,20240404,20241214
379,0,0,0,0,0,0,0,20240404,20241214
380,0,0,0,0,0,0,0,20240404,20241214
381,0,0,0,0,0,0,0,20240404,20241214
382,1,1,1,1,1,1,0,20240404,20241214
383,0,0,0,0,0,0,0,20240404,20241214
384,0,0,0,0,0,0,0,20240404,20241214
385,1,1,1,1,1,0,0,20240404,20241214
386,0,0,0,0,0,0,0,20240404,20241214
387,1,1,1,1,1,0,0,20240404,20241214
388,0,0,0,0,0,1,0,20240404,20241214
389,0,0,0,0,0,0,0,20240404,20241214
390,1,1,1,1,1,1,0,20240404,20241214
391,0,0,0,0,0,0,0,20240404,20241214
392,0,0,0,0,0,0,1,20240404,20241214
393,0,0,0,0,0,0,0,20240404,20241214
394,1,1,1,1,1,1,1,20240404,20241214
395,1,1,1,1,1,1,1,20240404,20241214
396,1,1,1,1,1,1,1,20240404,20241214
397,1,1,1,1,1,1,0,20240404,20241214
398,0,0,0,0,0,0,1,20240404,20241214
399,0,0,0,0,0,0,0,20240404,20241214
400,1,1,1,1,1,1,0,20240404,20241214
401,0,0,0,0,0,0,1,20240404,20241214
402,1,1,1,1,1,1,0,20240404,20241214
403,1,1,1,1,1,1,0,20240404,20241214
404,0,0,0,0,0,0,0,20240404,20241214
405,1,1,1,1,1,1,0,20240404,20241214
406,0,0,0,0,0,1,0,20240404,20241214
407,0,0,0,0,0,0,0,20240404,20241214
408,1,1,1,1,1,0,1,20240404,20241214
409,1,1,1,1,1,1,0,20240404,20241214
410,0,0,0,0,0,0,1,20240404,20241214
411,1,1,1,1,1,1,1,20240404,20241214
412,0,0,0,0,0,0,0,20240404,20241214
413,0,0,0,0,0,0,1,20240404,20241214
414,0,0,0,0,0,0,0,20240404,20241214
415,0,0,0,0,0,0,0,20240404,20241214
416,0,0,0,0,0,0,0,20240404,20241214
417,1,1,1,1,1,1,0,20240404,20241214
418,0,0,0,0,0,0,0,20240404,20241214
419,0,0,0,0,0,0,0,20240404,20241214
420,1,1,1,1,1,1,1,20240404,20241214
421,0,0,0,0,0,0,0,20240404,20241214
422,1,1,1,1,0,0,1,20240404,20241214
423,0,0,0,0,0,1,0,20240404,20241214
424,1,1,1,1,0,0,1,20240404,20241214
425,1,1,1,1,1,1,1,20240404,20241214
426,1,1,1,1,1,1,0,20240404,20241214
427,0,0,0,0,0,0,1,20240404,20241214
428,0,0,0,0,0,1,1,20240404,20241214
429,0,0,0,0,0,0,0,20240404,20241214
430,0,0,0,0,0,0,0,20240404,20241214
431,0,0,0,0,0,0,0,20240404,20241214
432,0,0,0,0,0,0,0,20240404,20241214
433,0,0,0,0,0,0,0,20240404,20241214
434,0,0,0,0,0,0,0,20240404,20241214
435,0,0,0,0,0,0,0,20240404,20241214
436,0,0,0,0,0,0,0,20240404,20241214
437,0,0,0,0,0,0,0,20240404,20241214
438,1,1,1,1,1,0,0,20240404,20241214
439,1,1,1,1,1,1,0,20240404,20241214
440,1,1,1,1,1,1,1,20240404,20241214
441,1,1,1,1,1,1,1,20240404,20241214
442,0,0,0,0,0,0,0,20240404,20241214
443,1,1,1,1,1,1,1,20240404,20241214
444,0,0,0,0,0,0,0,20240404,20241214
445,0,0,0,0,0,0,0,20240404,20241214
446,1,1,1,1,1,1,1,20240404,20241214
447,1,1,1,1,1,1,1,20240404,20241214
448,1,1,1,1,1,1,1,20240404,20241214
449,0,0,0,0,0,0,0,20240404,20241214
450,1,1,1,1,1,1,1,20240404,20241214
451,0,0,0,0,0,0,0,20240404,20241214
452,1,1,1,1,0,0,1,20240404,20241214
453,0,0,0,0,1,1,0,20240404,20241214
454,0,0,0,0,0,0,0,20240404,20241214
455,1,1,1,1,0,0,1,20240404,20241214
456,1,1,1,1,0,0,1,20240404,20241214
457,0,0,0,0,0,0,0,20240404,20241214
458,0,0,0,0,1,1,0,20240404,20241214
459,0,0,0,0,1,1,0,20240404,20241214
460,0,0,0,0,1,1,0,20240404,20241214
461,0,0,0,0,0,1,1,20240404,20241214
462,0,0,0,0,0,0,1,20240404,20241214
463,0,0,0,0,0,0,0,20240404,20241214
464,0,0,0,0,0,0,0,20240404,20241214
465,1,1,1,1,1,1,1,20240404,20241214
466,0,0,0,0,1,1,0,20240404,20241214
467,1,1,1,1,0,0,1,20240404,20241214
468,0,0,0,0,0,0,0,20240404,20241214
469,1,1,1,1,1,0,0,20240404,20241214
470,0,0,0,0,0,1,0,20240404,20241214
471,0,0,0,0,0,0,1,20240404,20241214
472,0,0,0,0,0,1,1,20240404,20241214
473,1,1,1,1,1,1,1,20240404,20241214
474,1,1,1,1,1,1,1,20240404,20241214
475,0,0,0,0,0,0,0,20240404,20241214
476,1,1,1,1,1,0,0,20240404,20241214
477,0,0,0,0,0,1,0,20240404,20241214
478,0,0,0,0,1,0,0,20240404,20241214
479,0,0,0,0,0,0,1,20240404,20241214
480,1,1,1,1,0,0,0,20240404,20241214
481,1,1,1,1,1,0,0,20240404,20241214
482,0,0,0,0,0,0,0,20240404,20241214
483,1,1,1,1,1,0,0,20240404,20241214
484,0,0,0,0,0,0,0,20240404,20241214
485,1,1,1,1,1,0,0,20240404,20241214
486,1,1,1,1,1,0,0,20240404,20241214
487,0,0,0,0,0,1,1,20240404,20241214
488,1,1,1,1,1,1,1,20240404,20241214
489,1,1,1,1,1,1,1,20240404,20241214
490,1,1,1,1,1,0,0,20240404,20241214
491,1,1,1,1,1,0,0,20240404,20241214
492,0,0,0,0,0,1,1,20240404,20241214
493,1,1,1,1,1,0,0,20240404,20241214
494,0,0,0,0,0,0,0,20240404,20241214
495,0,0,0,0,0,0,0,20240404,20241214
496,0,0,0,0,0,1,1,20240404,20241214
497,1,1,1,1,1,0,0,20240404,20241214
498,0,0,0,0,0,0,0,20240404,20241214
499,0,0,0,0,0,1,1,20240404,20241214
500,0,0,0,0,0,0,0,20240404,20241214
501,1,1,1,1,1,1,1,20240404,20241214
502,1,1,1,1,1,1,1,20240404,20241214
503,1,1,1,1,1,1,1,20240404,20241214
504,1,1,1,1,0,0,1,20240404,20241214
505,0,0,0,0,0,0,0,20240404,20241214
506,0,0,0,0,0,0,0,20240404,20241214
507,0,0,0,0,0,0,0,20240404,20241214
508,0,0,0,0,0,0,0,20240404,20241214
509,0,0,0,0,0,0,0,20240404,20241214
510,0,0,0,0,0,0,0,20240404,20241214
511,0,0,0,0,0,0,0,20240404,20241214
512,0,0,0,0,0,0,0,20240404,20241214
513,0,0,0,0,1,1,0,20240404,20241214
514,0,0,0,0,0,0,0,20240404,20241214
515,1,1,1,1,0,0,1,20240404,20241214
516,0,0,0,0,0,0,0,20240404,20241214
517,0,0,0,0,1,1,0,20240404,20241214
518,0,0,0,0,0,1,0,20240404,20241214
519,0,0,0,0,0,1,0,20240404,20241214
520,1,1,1,1,1,0,0,20240404,20241214
521,0,0,0,0,0,0,0,20240404,20241214
522,1,1,1,1,1,0,0,20240404,20241214
523,1,1,1,1,1,1,1,20240404,20241214
524,1,1,1,1,1,1,1,20240404,20241214
525,1,1,1,1,1,1,1,20240404,20241214
526,1,1,1,1,1,1,1,20240404,20241214
527,0,0,0,0,0,0,0,20240404,20241214
528,0,0,0,0,0,0,0,20240404,20241214
529,1,1,1,1,0,0,1,20240404,20241214
530,1,1,1,1,1,1,1,20240404,20241214
531,1,1,1,1,0,0,1,20240404,20241214
532,0,0,0,0,0,0,1,20240404,20241214
533,0,0,0,0,0,0,1,20240404,20241214
534,0,0,0,0,0,0,0,20240404,20241214
535,0,0,0,0,0,0,0,20240404,20241214
536,0,0,0,0,0,0,0,20240404,20241214
537,0,0,0,0,0,0,0,20240404,20241214
538,0,0,0,0,0,0,0,20240404,20241214
539,1,1,0,1,0,0,0,20240404,20241214
540,1,1,0,1,0,0,0,20240404,20241214
541,1,1,1,1,0,0,0,20240404,20241214
542,1,1,1,1,0,0,0,20240404,20241214
543,0,0,0,0,0,0,0,20240404,20241214
544,0,0,0,0,0,0,0,20240404,20241214
545,1,1,1,1,0,0,0,20240404,20241214
546,1,1,1,1,0,0,0,20240404,20241214
547,1,1,0,1,0,0,0,20240404,20241214
548,0,0,0,0,0,0,0,20240404,20241214
549,0,0,0,0,0,0,0,20240404,20241214
550,0,0,0,0,0,0,0,20240404,20241214
551,0,0,0,0,0,0,0,20240404,20241214
552,0,0,0,0,0,0,0,20240404,20241214
553,0,0,0,0,0,0,0,20240404,20241214
554,0,0,0,0,0,0,0,20240404,20241214
555,1,1,1,1,0,0,0,20240404,20241214
556,1,1,1,1,0,0,0,20240404,20241214
557,1,1,1,1,0,0,0,20240404,20241214
558,1,1,1,1,0,0,0,20240404,20241214
559,0,0,0,0,0,0,0,20240404,20241214
560,0,0,0,0,0,0,0,20240404,20241214
561,0,0,0,0,0,0,0,20240404,20241214
562,0,0,0,0,0,0,0,20240404,20241214
563,0,0,0,0,0,0,0,20240404,20241214
564,0,0,0,0,0,0,0,20240404,20241214
565,0,0,0,0,0,0,0,20240404,20241214
566,1,1,1,1,1,1,0,20240404,20241214
567,1,1,1,1,1,1,0,20240404,20241214
568,1,1,1,1,1,1,1,20240404,20241214
569,1,1,1,1,1,1,1,20240404,20241214
570,1,1,1,1,1,1,1,20240404,20241214
571,1,1,1,1,1,1,1,20240404,20241214
572,0,0,0,0,0,1,0,20240404,20241214
573,1,1,1,1,1,0,0,20240404,20241214
574,1,1,1,1,1,1,0,20240404,20241214
575,1,1,1,1,1,0,1,20240404,20241214
576,0,0,0,0,1,1,1,20240404,20241214
577,1,1,1,1,1,1,1,20240404,20241214
578,1,1,1,0,0,0,0,20240404,20241214
579,0,1,0,0,0,0,0,20240404,20241214
